AWID,NDID,NDIC,
R577,ELKEY,K2,324100N1220306W
R578,DEREC,PH,201842N1551936W
R578,BYROW,PH,202212N1550330W
R578,FITES,PH,204742N1530000W
R578,FAPIS,KZ,213254N1512800W
R578,FOMAS,KZ,242436N1445912W
R578,FIZEL,KZ,265942N1381218W
R578,FLITY,KZ,291554N1310118W
R578,FOOTS,KZ,310754N1233254W
R578,FICKY,KZ,313330N1212330W
R579,VMK,WM,021530N1021448E
R579,DOSIK,WM,014554N1020236E
R580,HAMND,PA,602954N1544036W
R580,ORCCA,PA,601718N1623848W
R580,ORVIL,PA,593030N1672948W
R580,ONEOX,PA,584518N1711818W
R580,OGGOE,PA,581624N1733424W
R580,OFORD,PA,573636N1762648W
R580,OBOYD,PA,560512N1780418E
R580,ONEIL,PA,541524N1724918E
R580,OPAKE,PA,525618N1700918E
R580,OLCOT,PA,512130N1653730E
R580,OPHET,PA,505354N1642624E
R580,OGDEN,PA,493036N1610748E
R580,OMOTO,RJ,485942N1600042E
R580,OPULO,RJ,453154N1534312E
R580,ONEMU,RJ,414424N1481300E
R580,MAKMU,RJ,384118N1443042E
R580,OATIS,RJ,374900N1433224E
R581,CEA,VE,224036N0882654E
R581,DUMKA,VE,241100N0872112E
R581,MONDA,VE,252100N0862618E
R581,UXAGA,VE,253506N0861512E
R581,IPLAS,VI,261942N0853912E
R581,GOVKO,VN,264448N0851854E
R581,ROMEO,VN,270312N0850406E
R581,SMR,VN,270954N0845854E
R582,NF,NZ,290248S1675554E
R582,SAKLO,NZ,274718S1760924E
R582,KADEN,NZ,265024S1790324W
R582,TERAN,NZ,255336S1750000W
R582,NUGLI,NZ,243254S1700000W
R582,URKEP,NZ,230018S1650000W
R582,OMBOL,NC,213754S1605742W
R582,RG,NC,211206S1594854W
R582,KRILL,NC,201606S1570000W
R583,BORDO,RC,260100N1240000E
R583,KIKIT,RC,255254N1233530E
R583,ANGUS,RC,254106N1230000E
R583,PABSO,RC,253824N1225200E
R583,LEKOS,RC,253030N1222848E
R583,ROBIN,RC,252512N1221230E
R583,APU,RC,251036N1213118E
R584,CHOKO,PH,202236N1605300W
R584,MCFLY,KZ,193930N1624200W
R584,MANRE,KZ,155548N1713324W
R584,MAZZA,KZ,114230N1800000E
R584,MAJ,PK,070354N1711606E
R584,CURCH,KZ,081736N1683906E
R584,RASON,PK,084318N1674342E
R584,LOOIS,KZ,081206N1644454E
R584,HAVNU,KZ,070442N1584142E
R584,TRADD,KZ,070100N1582300E
R584,PNI,PT,065854N1581206E
R584,BIRUQ,KZ,070124N1574206E
R584,MICNO,KZ,072530N1522042E
R584,TKK,PT,072730N1515030E
R584,DAMAY,KZ,073406N1514254E
R584,WUMVE,KZ,074718N1512748E
R584,GUNSS,KZ,104354N1480354E
R584,JUNIE,PG,113248N1470630E
R584,OPLAR,PG,122354N1460324E
R584,GUMGE,PG,130506N1451154E
R584,UNZ,PG,132718N1444400E
R584,OTTRE,KZ,142430N1431912E
R584,MIKYY,KZ,154600N1411700E
R584,KEITH,RJ,210000N1345648E
R584,SALVA,RJ,222242N1305942E
R584,AVLAS,RJ,242118N1300718E
R585,AUDIA,KZ,341454N1230524W
R585,GALIP,KZ,335500N1245506W
R585,GITLE,KZ,321000N1324942W
R585,FLEXX,KZ,295700N1402300W
R585,CIVIT,KZ,271412N1471312W
R587,BN,YB,272200S1530824E
R587,ATROP,YB,265542S1535606E
R587,HARVS,YB,254300S1560400E
R587,GUXIB,YB,233806S1593048E
R587,MEPAB,YB,212248S1630000E
R587,VLI,NV,173942S1681436E
R588,PUT,VT,080648N0981824E
R588,EMRIT,VT,080624N0984842E
R588,KBI,VT,080630N0985842E
R588,RELIP,VT,080430N1002618E
R588,IDRUK,VT,082724N1005512E
R588,SUPIN,VT,083436N1010418E
R588,MUBAN,VT,085442N1012954E
R588,OSROG,VT,085818N1013430E
R588,TONIK,VT,091736N1015906E
R588,BASIT,VT,093448N1022106E
R588,IPLIS,VD,094854N1023906E
R588,KOS,VD,103524N1033830E
R588,NIMIB,VD,105606N1041306E
R588,TIA,VD,112036N1045412E
R588,SUSEL,VD,115530N1053254E
R588,GONLY,VD,134000N1073000E
R588,PLK,VV,140024N1080130E
R590,COT,RP,071006N1241230E
R590,SEBUL,RP,061348N1243254E
R590,PEDNO,WA,040000N1252100E
R590,DULON,WA,020000N1260042E
R590,AMN,WA,033654S1281112E
R590,BUTPA,YB,083248S1293954E
R591,ADGOR,RJ,402530N1493900E
R591,ADNAP,RJ,371148N1454000E
R592,BLI,WA,084500S1150948E
R592,GIWOT,WA,111542S1150912E
R592,PUPIT,YB,120000S1150900E
R592,METUM,YB,140812S1150830E
R594,LKN,VI,264530N0805342E
R594,JAL,VI,274142N0793918E
R594,SSB,VI,282336N0774230E
R594,DPN,VI,283400N0770536E
R595,UNZ,PG,132718N1444400E
R595,OTTRE,KZ,142430N1431912E
R595,MIKYY,KZ,154600N1411700E
R595,KEITH,RJ,210000N1345648E
R595,SALVA,RJ,222242N1305942E
R595,TUNTO,RJ,230018N1290454E
R595,SAKON,RJ,240718N1264154E
R595,MJC,RJ,244636N1251736E
R595,LILRA,RJ,244948N1245218E
R595,SEDKU,RJ,245600N1240000E
R595,BRENT,RC,250106N1231100E
R595,PARTO,RC,250212N1230000E
R595,LOTTO,RC,250606N1222042E
R595,GRACE,RC,250624N1221724E
R595,FANPY,RC,250730N1220330E
R595,KUDOS,RC,250754N1215930E
R595,APU,RC,251036N1213118E
R596,BZ,ZS,280606N1193342E
R596,DST,ZS,274500N1203748E
R596,OKATO,ZS,273506N1213436E
R596,SULEM,RC,272618N1222518E
R596,OLIVE,RC,272618N1225106E
R596,VIOLA,RC,271318N1225630E
R596,BERBA,RC,270442N1230000E
R597,VIGOR,RP,172212N1242536E
R597,PIBEM,RP,162442N1224042E
R597,CAB,RP,152854N1210130E
R598,PRO,VQ,271800N0893018E
R598,BOGOP,VE,264400N0894448E
R598,PAGDA,VE,262818N0893406E
R598,SUDIV,VE,261954N0892824E
R598,VANTU,VG,260530N0891442E
R598,SDP,VG,254554N0885436E
R598,VINAD,VE,252212N0884918E
R598,MIGOP,VE,251218N0884706E
R598,RAJ,VG,242618N0883654E
R598,AGODA,VG,241918N0883606E
R598,CEA,VE,224036N0882654E
R599,ENDAL,AY,064400S1555948E
R599,GIZO,AG,080554S1565154E
R599,AVBAP,AG,084706S1582900E
R599,SALIT,AG,090248S1590618E
R599,HN,AG,092606S1600212E
R599,ERVOS,AG,093948S1610124E
R599,GUREB,AG,094848S1614048E
R599,IDVUM,AG,102000S1640000E
R599,SCRUZ,AG,104312S1654742E
R599,LEGOT,NF,121036S1661318E
R599,SON,NV,153024S1671300E
R599,VLI,NV,173942S1681436E
R599,ELSAX,NF,191936S1683700E
R599,NONON,NF,231930S1695230E
R599,SADIM,NZ,254336S1703648E
R599,RUMUS,NZ,293342S1715142E
R599,DUGAN,NZ,335248S1732324E
R603,LAG,DN,064230N0031936E
R603,ETVOV,DN,054506N0035036E
R603,LIREX,DG,042612N0043300E
R603,RUSTO,DG,023336N0053318E
R603,STM,FP,002242N0064300E
R611,KTM,HS,153400N0323312E
R611,EMITA,HS,142130N0334442E
R611,TIKAT,HS,122418N0353812E
R625,ENAMO,MY,233342N0772136W
R625,MIROM,MU,230512N0772224W
R625,PIBLO,MU,221730N0772348W
R625,BOPOL,MU,212324N0772518W
R625,NEFTU,MU,203300N0772648W
R625,ULDAR,MU,193224N0773400W
R625,TILUP,MK,190812N0774224W
R625,SIA,MK,183006N0775524W
R628,ZQA,MY,250130N0772648W
R628,SANNS,MY,244800N0775718W
R628,PEKRE,MY,244418N0780548W
R628,MENDL,MY,242712N0784042W
R628,ZOLLA,KZ,241436N0790606W
R628,TANIA,KZ,240148N0793142W
R628,JABIR,MU,231630N0805854W
R628,METGA,MU,230812N0811436W
R628,UVA,MU,230130N0812712W
R628,FARKO,MU,230000N0815854W
R628,UHA,MU,225842N0822536W
R630,ENAMO,MY,233342N0772136W
R630,COQUI,MU,231736N0773700W
R630,UMIMI,MU,230218N0775124W
R630,OTUNU,MU,224718N0780542W
R630,LORBA,MU,223100N0782054W
R630,AVIKA,MU,220054N0784900W
R630,ULBAS,MU,214148N0790712W
R630,XOTIK,MU,211748N0793006W
R630,IBSEN,MU,203054N0801418W
R630,KANEX,MU,200000N0804306W
R630,GCM,MW,191724N0812218W
R635,AMESA,MS,133718N0894412W
R635,YSV,MS,134130N0890700W
R635,IMIMO,MS,134806N0883036W
R635,TAGIR,MS,135554N0874712W
R635,RIBOS,MH,135712N0873906W
R635,TNT,MH,140142N0871342W
R635,ALFRA,MH,141030N0864936W
R635,KARET,MH,144836N0850336W
R635,KITIS,MH,151536N0834642W
R635,CRUTA,MH,151506N0825606W
R640,ILUBA,MM,201124N0852030W
R640,DUKTA,MH,195830N0842036W
R640,MITOL,MH,194530N0832248W
R640,NAPRA,MH,193606N0824200W
R640,MAMBI,MH,192700N0820248W
R640,GCM,MW,191724N0812218W
R640,NALRO,MK,190154N0801224W
R640,OTEKO,MK,185212N0793000W
R640,FROST,MK,184524N0790036W
R640,PETSI,MK,183936N0783548W
R640,SIA,MK,183006N0775524W
R640,KEMBO,MK,181306N0772118W
R640,MLY,MK,175548N0764642W
R640,OMPAL,MK,172306N0762324W
R640,EDROD,MK,150000N0744348W
R640,ERIKO,SK,141000N0740900W
R640,OPLIS,SK,121548N0725036W
R640,TIPGA,SK,114100N0722706W
R640,URIBI,SV,111524N0720930W
R640,GUERO,SV,110036N0720006W
R640,MAR,SV,103454N0714254W
R644,URSUS,MY,240000N0790412W
R644,LEPEG,MU,223912N0790600W
R644,TASNO,MU,220742N0790642W
R644,HUZAR,MU,215300N0790700W
R644,ULBAS,MU,214148N0790712W
R644,ULISU,MU,211418N0790754W
R644,KATAL,MU,200000N0793818W
R644,BRACC,MK,194124N0795124W
R644,TEXAM,MK,192918N0803730W
R644,GCM,MW,191724N0812218W
R644,ULISA,MH,184612N0820500W
R644,CISNE,MH,172442N0835700W
R644,ILONA,MH,170224N0844906W
R644,UKUDI,MH,163436N0855454W
R644,ROA,MH,161900N0863118W
R644,UTILA,MH,160636N0865148W
R644,RUBRA,MH,154924N0872000W
R644,SAP,MH,152748N0875500W
R644,NAKAN,MH,151500N0883412W
R644,PENRU,MH,151142N0884400W
R644,ENALO,MG,150136N0891300W
R644,OTRUS,MG,145754N0892354W
R644,ARATI,MG,144730N0895406W
R644,AUR,MG,143418N0903200W
R644,PATIK,MG,143748N0910036W
R644,TIDER,MH,144030N0912312W
R644,IMASO,MH,144600N0920936W
R644,TAP,MM,144730N0922230W
R645,SAP,MH,152748N0875500W
R645,BATAN,MH,153812N0871500W
R645,BTO,MH,154412N0865154W
R645,KENSO,MH,160136N0864136W
R645,ROA,MH,161900N0863118W
R650,NALSO,LL,293212N0345242E
R650,NOVPA,HE,290154N0344018E
R650,DELNA,HE,283042N0343212E
R650,SHM,HE,275954N0342448E
R650,IMLUX,HE,273130N0340324E
R650,HGD,HE,271042N0334748E
R650,KUSAT,HE,264748N0333618E
R650,ORBIB,HE,262654N0332554E
R650,ASRAB,HE,254724N0330618E
R652,DAVAS,OR,351724N0451236E
R652,MUTAG,OR,343006N0433836E
R652,GEPAP,OR,334906N0422854E
R652,RAPLU,OR,332300N0414530E
R652,GIBUX,OR,330500N0411100E
R652,KASIR,OR,323954N0403112E
R652,DAXAN,OR,320512N0393718E
R652,OVANO,OE,314800N0390954E
R652,TRF,OE,314148N0384406E
R652,OBROD,OE,312942N0374200E
R652,GRY,OE,312448N0371712E
R652,KIPAS,OJ,312324N0370642E
R652,KULDI,OJ,311848N0363212E
R652,EGLOT,OJ,311654N0361824E
R652,QTR01,OJ,311454N0360336E
R652,LOSIL,OJ,304854N0354742E
R652,LOXUS,OJ,301300N0352600E
R652,QATIM,OJ,295600N0351600E
R652,BAKIR,OJ,294054N0350706E
R652,METSA,OJ,292706N0345906E
R654,MAGRI,UD,385406N0462300E
R654,DARUN,OI,383342N0464236E
R654,GODNA,OI,382036N0465500E
R654,BUDED,OI,375312N0472030E
R654,DAMOS,OI,372618N0474524E
R654,ZAJ,OI,364648N0482112E
R654,TULGU,OI,362836N0484236E
R654,SAV,OI,350106N0502218E
R654,EGVEL,OI,344300N0503006E
R654,PEKAM,OI,332906N0510118E
R654,ISN,OI,324448N0514942E
R654,LADAL,OI,322224N0525542E
R654,TOVTA,OI,320530N0534424E
R654,YZD,OI,315354N0541700E
R654,BOMUN,OI,313648N0544554E
R654,UKVEV,OI,310600N0553718E
R654,ALMOB,OI,303436N0562824E
R654,KER,OI,301700N0565630E
R654,ALKUL,OI,295154N0571536E
R654,PEDUK,OI,285918N0575448E
R654,NABOX,OI,281630N0582600E
R654,LADPA,OI,265330N0592512E
R654,DUGLI,OI,264012N0593430E
R654,NAGES,OI,262454N0594512E
R654,EGPER,OI,255212N0600736E
R654,CBH,OI,252642N0602454E
R654,EGPIC,OI,250812N0603730E
R654,DENDA,OO,244230N0605454E
R655,LCA,LC,345224N0333730E
R655,AMAKO,LC,344724N0335600E
R655,KOBER,LC,344436N0340624E
R655,BALMA,LC,342854N0350300E
R655,CAK,OL,341800N0354200E
R655,CEDAR,OL,341712N0360006E
R655,LEBOR,OL,341554N0363500E
R655,KTN,OS,341248N0371548E
R655,FIRAS,OS,335218N0375512E
R655,TAN,OS,332854N0383912E
R659,TRN,OI,354148N0511700E
R659,SOLIR,OI,345648N0514136E
R659,BOXAM,OI,343748N0515148E
R659,VAVIN,OI,341712N0520248E
R659,DAPOG,OI,333742N0522330E
R659,ISN,OI,324448N0514942E
R659,GIDEN,OI,320042N0520024E
R659,GESIP,OI,314554N0520400E
R659,KAVOT,OI,304112N0521924E
R659,SYZ,OI,293224N0523518E
R659,LAGSA,OI,283306N0522054E
R659,KATAG,OI,282348N0521842E
R659,DURSI,OI,271218N0520142E
R659,KAVAM,OI,265736N0515818E
R659,MIDSI,OB,264142N0515442E
R659,SOGAN,OB,263918N0515406E
R659,ROSAN,OB,263130N0515218E
R659,BOPOV,OB,262430N0515042E
R659,RABLA,OB,261506N0514836E
R659,ITUMA,OT,261006N0514724E
R659,VEDED,OT,260600N0514630E
R659,VELAM,OT,255424N0514348E
R659,EMISA,OT,254700N0514206E
R659,DOH,OT,251500N0513636E
R66,ERCOZ,LF,482000N0033606W
R66,LENSU,LF,475754N0025742W
R66,KORER,LF,474106N0023006W
R66,RIMON,LF,473024N0021112W
R66,NTS,LF,470942N0013648W
R66,BOBRI,LF,465018N0011124W
R66,LUGEN,LF,463500N0005142W
R66,ABSIE,LF,463500N0002730W
R66,BETOB,LF,463448N0001500W
R66,POI,LF,463454N0001754E
R66,ADABI,LF,463342N0003154E
R66,TUDRA,LF,463218N0004654E
R66,BALAN,LF,463100N0010200E
R66,GUSON,LF,462830N0012842E
R66,ETUKU,LF,462224N0022936E
R66,RISUN,LF,462154N0023612E
R66,EMLUG,LF,462100N0025000E
R66,RIVEK,LF,462012N0030448E
R66,SINPO,LF,461930N0031700E
R660,ERZ,LT,395724N0411224E
R660,DASIS,LT,385430N0441230E
R660,BORES,OI,382830N0452136E
R660,VUVAG,OI,382530N0452924E
R660,TBZ,OI,380854N0461248E
R660,RAKED,OI,375624N0470712E
R660,BUDED,OI,375312N0472030E
R660,RALGO,OI,372842N0490112E
R660,RST,OI,371936N0493700E
R660,DEDLA,OI,365618N0500042E
R660,NABAX,OI,360954N0504818E
R660,TRN,OI,354148N0511700E
R661,DULAV,UB,385700N0453800E
R661,RABDI,OI,384806N0454430E
R661,SIBVU,OI,384442N0454700E
R661,TBZ,OI,380854N0461248E
R661,RUDAD,OI,374048N0465742E
R661,ZAJ,OI,364648N0482112E
R661,SUTBU,OI,363324N0484730E
R661,MIVAK,OI,355918N0495324E
R661,RUS,OI,352642N0505418E
R661,IKA,OI,352436N0511042E
R661,VR,OI,352036N0513812E
R661,DHN,OI,351518N0524312E
R674,SABEL,OY,185200N0520342E
R674,LOTEL,OY,180924N0514106E
R674,PASUL,OY,180342N0513806E
R674,GOGRI,OY,170754N0510900E
R674,OBTAS,OY,164636N0505754E
R674,RARBA,OY,161024N0503918E
R674,UKORA,OY,152406N0501548E
R674,NAKAD,OY,150054N0500400E
R674,DANAN,OY,144012N0495336E
R674,XABIL,OY,142924N0494812E
R674,EMABI,OY,141630N0494142E
R674,PAXED,OY,135030N0492800E
R674,KITAN,OY,131912N0491118E
R674,DEMGO,HC,120300N0483042E
R683,NEU,SA,385700S0680918W
R683,UGAGI,SA,383906S0684012W
R683,ETIBU,SA,383306S0685030W
R683,EPGOL,SA,380206S0694242W
R683,KAMUR,SA,370900S0710848W
R683,CHI,SC,363512S0720200W
R7,GTQ,LF,485912N0064300E
R7,UFONE,LF,485012N0065918E
R7,PHALO,LF,484642N0070542E
R7,STR,LF,483018N0073418E
R7,LUPEN,LF,482606N0074400E
R705,MELAM,UL,765706N0683048E
R705,TINEM,UN,745930N0761036E
R705,IRDAL,UN,735248N0792618E
R705,KUROM,UN,734324N0795100E
R705,DOSON,UN,733106N0802248E
R705,RIVAS,UN,714054N0842512E
R705,ROKDI,UN,695036N0873530E
R705,TESLA,UN,672036N0915530E
R705,SAKAT,UN,652642N0943224E
R705,OKASA,UN,622554N0972818E
R705,KOSUM,UN,575618N1004436E
R705,GISAL,UN,563900N1013130E
R705,BRT,UI,562218N1014106E
R706,GIMIR,US,652854N0724200E
R706,DIGLU,US,645818N0724800E
R706,OKARO,US,635536N0725942E
R706,RAPID,US,633200N0730354E
R706,INDUS,US,615836N0732018E
R706,GISUR,US,612036N0732412E
R706,NESPI,US,610554N0732554E
R706,BASAK,US,603706N0732930E
R706,GIMAS,UL,585154N0734124E
R706,SUTEG,UN,574606N0734806E
R706,ML,UN,561336N0735548E
R706,DORON,UN,553600N0733854E
R706,POGIR,UN,552124N0733112E
R706,OMONA,UN,545800N0731830E
R706,ALODA,UN,543642N0725424E
R706,DAKIN,UA,540930N0722418E
R710,ZG,UR,461124N0483606E
R710,UP,UR,455536N0470336E
R710,UNPAL,UR,454312N0463036E
R710,ROKMO,UR,451636N0452148E
R717,TINRI,US,571006N0651854E
R717,SOLMU,US,571636N0660712E
R717,ROPOT,US,572400N0670454E
R717,LUSIN,US,574900N0674436E
R717,NH,US,580830N0681636E
R717,ROPSI,US,582506N0684206E
R717,RISIR,US,592748N0702418E
R717,BOMLI,US,604500N0724454E
R717,NESPI,US,610554N0732554E
R717,ULGUN,US,613000N0741454E
R717,PARUS,US,614636N0742430E
R717,LITMA,US,623318N0745224E
R717,INGIR,US,624512N0745948E
R717,LUNEP,US,631100N0751606E
R717,OLUKA,US,633400N0754718E
R717,RULIK,US,635100N0761054E
R717,MURGA,US,643800N0772030E
R717,TARSA,US,645500N0774654E
R717,KULOG,US,651312N0781854E
R717,NAPAD,US,670730N0820212E
R717,SUBOT,UN,690006N0862936E
R717,OSVOD,UN,691812N0871812E
R72,NARBO,LE,420824N0081342W
R72,VIS,LP,404324N0075312W
R72,NSA,LP,393354N0075454W
R72,OLGAR,LP,391100N0075612W
R72,TAGUX,LP,385642N0075454W
R72,EVURA,LP,383954N0075506W
R72,ODPAK,LP,380742N0075536W
R72,ELDUK,LP,374842N0075624W
R72,XAPAS,LP,373548N0075700W
R72,VFA,LP,370048N0075830W
R72,AMSEL,LP,355800N0075300W
R720,ROS,UR,473006N0395600E
R720,ABLOG,UR,474818N0402236E
R720,TEDRU,UR,475536N0404124E
R720,ARDOM,UR,480848N0411630E
R720,MOR,UR,482030N0414800E
R720,UVRAG,UR,485700N0423242E
R720,APVUL,UR,501136N0440836E
R720,IDKIP,UR,510024N0451512E
R720,DAFOS,UW,513348N0460248E
R722,AMSEL,LP,355800N0075300W
R722,ABODA,GM,352448N0075000W
R722,MARJA,GM,344430N0074636W
R722,LAKAM,GM,341112N0074418W
R722,SAK,GM,333118N0074036W
R722,CSD,GM,325600N0080354W
R722,FOBAC,GM,324312N0080600W
R722,MABAP,GM,320730N0081148W
R722,MAK,GM,313648N0080612W
R723,TABOT,LF,390900N0080000E
R723,NIVAB,LI,384724N0083048E
R723,DOPEL,DT,383142N0085300E
R723,ELKIS,DT,381542N0091512E
R723,SAMEK,DT,380006N0093636E
R723,TANIT,DT,374518N0095654E
R723,MEDAR,DT,373112N0101542E
R723,MANEX,DT,372718N0102100E
R723,ICANI,DT,371412N0103824E
R723,CBN,DT,365342N0110518E
R724,VFA,LP,370048N0075830W
R724,OSLAD,GM,355800N0081854W
R724,IBALU,GM,342642N0084724W
R724,NISBA,GM,334048N0090112W
R724,MOKRI,GM,330942N0091030W
R724,ESS,GM,312406N0094112W
R724,DENOB,GM,310306N0093524W
R724,AGALI,GM,304342N0092948W
R724,ADM,GM,301918N0092300W
R750,BNE,TL,134400N0605836W
R750,TIBOT,TT,133348N0603512W
R750,BGI,TB,130430N0592900W
R760,COY,TI,174406N0644200W
R760,GOUDA,TI,175600N0634000W
R760,PJM,TN,180218N0630706W
R763,LETON,KZ,250000N0715936W
R763,IORIO,KZ,240600N0715224W
R763,COUKY,KZ,232142N0714630W
R763,FOLLE,KZ,224806N0713454W
R763,JEFFO,KZ,220642N0712124W
R763,GTK,MB,212624N0710806W
R763,RNTRY,KZ,204912N0701524W
R763,MACKI,KZ,202636N0694342W
R763,HARBG,KZ,195200N0685654W
R763,MUNOZ,TJ,190100N0674754W
R763,BQN,TJ,182954N0670630W
R773,LIB,MR,103542N0853248W
R773,EDERO,MR,101906N0851342W
R773,PARRI,MR,093124N0841906W
R773,COTOS,MR,083630N0825818W
R775,LXR,HE,254500N0324606E
R775,ELELI,HE,251854N0332936E
R775,SEDVA,HE,235812N0354006E
R775,DASPA,HE,230124N0370842E
R775,DEDLU,HE,224512N0373318E
R775,APDOS,OE,153954N0413948E
R775,PURAD,HH,145500N0415354E
R775,SOLIR,HH,135224N0421918E
R775,SB,HH,130400N0423806E
R775,MANDA,HD,123530N0424718E
R775,DTI,HD,113254N0430536E
R775,LUBAR,HC,103300N0433600E
R775,ALNAB,HA,085506N0441300E
R775,GABDA,HA,064254N0444436E
R775,SOLUL,HA,050512N0450800E
R775G,APKIX,HC,112200N0431054E
R775G,LUBAR,HC,103300N0433600E
R775G,HARGA,HC,093124N0440530E
R775G,ALNAB,HA,085506N0441300E
R775G,SOLUL,HA,050512N0450800E
R775G,MOGDU,HC,020024N0451736E
R775G,APMIR,HC,003000N0452254E
R775G,UNPAR,FS,004924S0452730E
R777,DANAK,OE,160800N0412900E
R777,LAKNA,OY,160000N0420000E
R777,GOBLO,OY,154048N0432548E
R777,IMKAR,OY,153512N0435042E
R777,SAA,OY,153000N0441312E
R777,PAVEN,OY,144600N0441112E
R777,EGNOL,OY,140748N0440930E
R777,TAZ,OY,134148N0440818E
R777,ARABO,OY,123854N0440400E
R777,TORBA,OY,121036N0440206E
R778,TONBA,HL,213518N0195112E
R778,KFR,HL,240912N0231830E
R778,DITAR,HE,265906N0250000E
R778,RISUB,DR,124948N0092100E
R778,UDABO,DN,124230N0091424E
R778,KAN,DN,120212N0082948E
R778,BOMVO,DN,111542N0075612E
R778,KUA,DN,103548N0072648E
R778,BOVKU,DN,101854N0071130E
R778,BIREG,DN,095812N0065248E
R778,APEPU,DN,094200N0063518E
R778,NEDRI,DN,091748N0061206E
R778,BDA,DN,090606N0060106E
R778,TEGDA,DN,081036N0045554E
R778,KELIG,DN,074430N0042524E
R778,UDANI,DN,072418N0040200E
R778,IBA,DN,072242N0035930E
R778,LAG,DN,064230N0031936E
R779,GESAT,HT,092630S0330348E
R779,ITKAN,FL,105048S0315836E
R779,APGEL,FL,110542S0314700E
R779,GEPET,FL,125630S0302000E
R779,AVEKA,FL,132236S0295918E
R779,OKSIX,FL,140612S0292430E
R779,VLS,FL,151942S0282518E
R779,IBNIR,FL,171400S0262654E
R779,VLI,FL,174848S0254912E
R779,EXOBO,FV,180912S0252606E
R779,MAV,FB,195854S0232412E
R78,PLH,LG,351342N0234054E
R78,TIPUS,LG,351024N0243806E
R78,OTREX,LG,350918N0245618E
R78,AMAXI,LG,350554N0254700E
R78,SIT,LG,350406N0261118E
R78,LAPSO,LG,350306N0271618E
R78,NIPIS,LG,350248N0273030E
R78,PERIM,LG,350100N0283818E
R78,VAXOS,LG,345936N0292006E
R78,ULFIT,LG,345836N0294442E
R78,TOSKA,LG,345800N0300000E
R78,TOBAL,LC,345530N0320724E
R78,LUBES,LC,345512N0324436E
R78,RUBIK,LC,345412N0330454E
R78,LCA,LC,345224N0333730E
R78,SOBOS,LC,345530N0335642E
R78,RUDER,LC,345712N0340730E
R78,ALSUS,LC,350206N0343924E
R78,NIKAS,OS,351136N0354300E
R780,ASM,HH,151706N0385406E
R780,SETIT,HH,142900N0392000E
R781,TUC,DT,365106N0101354E
R781,ADRIL,DT,364636N0103912E
R781,DIDON,DT,364224N0110154E
R781,SONAK,LI,363712N0113000E
R782,LABON,FW,134000S0324800E
R782,IXALU,FL,140448S0314400E
R782,NESAK,FL,142748S0304400E
R782,IBNOP,FL,145936S0291918E
R782,CTR21,FL,151042S0284924E
R782,VLS,FL,151942S0282518E
R783,BASMO,LM,354930N0113000E
R783,ABDIN,DT,354824N0111724E
R783,MON,DT,354518N0104454E
R783,BAMGI,DT,354306N0102536E
R783,NAVED,DT,354036N0100442E
R783,TEMVA,DT,353700N0093524E
R783,ROGBA,DT,353300N0090400E
R783,TBS,DA,352724N0080406E
R784,SIDAD,OR,295230N0482942E
R784,DESLU,OK,292800N0490148E
R784,NANPI,OK,290500N0493200E
R784,ALNIN,OI,283306N0501036E
R784,IMDAT,OI,274100N0511100E
R784,DURSI,OI,271218N0520142E
R784,PEGET,OI,270436N0521518E
R784,EGMIT,OI,263342N0530824E
R784,LEVNA,OI,261900N0533312E
R784,ORSAR,OI,260430N0535730E
R784,GIBIB,OM,255506N0541712E
R784,EMOTA,OM,255254N0542412E
R784,TATLA,OM,254754N0544006E
R784,GONVI,OM,254242N0545630E
R784,ALRAR,OM,254100N0550148E
R784,TOVIV,OM,253300N0551942E
R784,ALSIL,OM,252912N0554642E
R784,EMOPI,OM,252618N0560900E
R784,KUSEN,OM,251830N0562342E
R785,NIKAS,OS,351136N0354300E
R785,DELTA,OS,351230N0354918E
R785,BAN,OS,351336N0355724E
R785,BRAVO,OS,344136N0363500E
R785,KTN,OS,341248N0371548E
R785,BASEM,OS,333336N0373906E
R785,ABBAS,OS,332600N0374330E
R785,ZELAF,OJ,325654N0380000E
R785,KAREM,OJ,325112N0380324E
R785,RASLI,OE,315424N0383648E
R794,DHN,OI,351518N0524312E
R794,NSH,OI,363948N0512754E
R794,ULEXI,OI,374342N0510630E
R794,ULDUS,OI,380000N0510100E
R807,NIRGA,UR,450506N0432454E
R807,AMTEG,UR,452848N0433130E
R807,KISEL,UR,460012N0434018E
R807,URUSO,UR,463012N0435024E
R807,BEFOM,UR,465936N0440030E
R807,TONGI,UR,475548N0442024E
R807,TUSAB,UR,483036N0443718E
R807,IDORI,UR,483842N0444118E
R807,MOLED,UR,485012N0444706E
R807,RODUN,UR,494012N0450824E
R807,UROBO,UR,500106N0451730E
R809,TARSA,US,645500N0774654E
R809,RIGNO,US,644542N0783312E
R809,LOKDI,US,641030N0811406E
R809,TABOS,US,635900N0820254E
R809,DIRUK,US,634612N0824930E
R809,ABREN,UN,631436N0843824E
R809,OTRIS,UN,621448N0874242E
R809,REMTA,UN,615018N0891112E
R809,PTG,UN,613554N0900048E
R809,NANAD,UN,612906N0905312E
R809,NELMA,UN,604230N0955548E
R809,LEVOK,UN,604030N0960654E
R809,BAGAL,UN,594100N1010200E
R809,DINEP,UN,585936N1035136E
R809,UDSAR,UI,580006N1072000E
R809,KRN,UI,574618N1080406E
